Order ID,State/Province,Shipping Status,Date,City,Country/Region,Ship Mode,Days to Ship Scheduled
US-2023-139577,California,Shipped,10/6/2023,San Francisco,United States,Standard Class,6
US-2023-105235,New York,Ordered,12/5/2023,New York City,United States,Standard Class,18
US-2020-147543,California,Shipped,7/12/2020,El Cajon,United States,Standard Class,6
US-2021-145324,Virginia,Shipped,11/19/2021,Harrisonburg,United States,Standard Class,6
CA-2023-107004,British Columbia,Ordered,10/19/2023,Vancouver,Canada,Standard Class,6
US-2021-118766,Texas,Shipped,10/22/2021,Dallas,United States,Standard Class,12
US-2020-166086,Massachusetts,Ordered,5/7/2020,Lawrence,United States,Standard Class,24
US-2022-101987,Indiana,Ordered,6/24/2022,Richmond,United States,Standard Class,6
US-2023-140536,New York,Ordered,4/4/2023,New York City,United States,First Class,1
US-2022-145177,Ohio,Ordered,11/10/2022,Springfield,United States,Standard Class,54
US-2020-159310,Texas,Shipped,11/12/2020,Houston,United States,Standard Class,18
US-2022-143609,Oregon,Shipped,12/13/2022,Portland,United States,First Class,1
US-2020-107573,Florida,Ordered,12/12/2020,Miami,United States,Standard Class,6
US-2020-131387,California,Shipped,4/30/2020,San Francisco,United States,First Class,1
US-2022-163461,Illinois,Ordered,6/18/2022,Frankfort,United States,First Class,1
US-2022-158260,California,Ordered,11/4/2022,San Diego,United States,Standard Class,6
US-2023-142909,Arizona,Shipped,12/25/2023,Mesa,United States,Second Class,3
US-2023-163979,California,Shipped,1/2/2024,San Francisco,United States,Second Class,3
US-2021-104297,Ohio,Shipped,5/31/2021,Cleveland,United States,First Class,1
US-2021-114923,Ohio,Ordered,2/8/2021,Columbus,United States,Standard Class,6
US-2023-160325,Massachusetts,Shipped,9/24/2023,Lawrence,United States,Same Day,0
US-2022-158302,Ohio,Shipped,12/12/2022,Columbus,United States,Second Class,3
US-2020-124737,Colorado,Ordered,8/23/2020,Denver,United States,Standard Class,36
US-2023-118535,New York,Shipped,2/15/2023,New York City,United States,Standard Class,6
US-2020-100853,Illinois,Shipped,9/19/2020,Chicago,United States,Standard Class,12
US-2022-129126,New York,Shipped,12/19/2022,New York City,United States,Standard Class,36
US-2021-130218,South Carolina,Ordered,3/23/2021,Florence,United States,First Class,2
US-2022-154256,New York,Ordered,6/23/2022,New York City,United States,Second Class,3
US-2023-101574,California,Shipped,10/4/2023,Los Angeles,United States,Standard Class,6
US-2021-155334,California,Shipped,7/31/2021,San Francisco,United States,First Class,3
US-2023-109778,Illinois,Shipped,7/21/2023,Woodstock,United States,Standard Class,6
US-2021-164623,New York,Shipped,10/22/2021,New York City,United States,First Class,1
US-2023-132206,Illinois,Shipped,6/21/2023,Chicago,United States,Standard Class,6
US-2021-155124,Utah,Ordered,3/15/2021,Lehi,United States,Standard Class,6
US-2022-154081,California,Ordered,5/22/2022,Los Angeles,United States,Standard Class,6
US-2020-110408,Alabama,Shipped,10/20/2020,Montgomery,United States,Second Class,9
US-2023-104318,Tennessee,Shipped,5/18/2023,Franklin,United States,Standard Class,6
US-2020-111353,New York,Ordered,11/29/2020,New York City,United States,Standard Class,6
US-2023-122994,Virginia,Ordered,2/6/2023,Arlington,United States,First Class,1
US-2020-103331,Delaware,Shipped,9/1/2020,Newark,United States,Standard Class,18
US-2022-167416,Washington,Shipped,5/17/2022,Seattle,United States,Standard Class,6
US-2023-137631,Florida,Shipped,5/2/2023,Kissimmee,United States,Standard Class,6
CA-2023-124626,Newfoundland and Labrador,Ordered,12/10/2023,St. John's,Canada,Standard Class,6
US-2023-123834,Texas,Shipped,7/25/2023,Pharr,United States,Standard Class,6
US-2020-115791,Pennsylvania,Ordered,1/16/2020,Philadelphia,United States,Second Class,12
US-2020-131870,Ohio,Ordered,9/9/2020,Lancaster,United States,First Class,2
CA-2022-174514,British Columbia,Ordered,10/19/2022,Vancouver,Canada,Standard Class,6
US-2020-142727,Louisiana,Ordered,4/29/2020,Lake Charles,United States,Second Class,6
US-2020-140165,Florida,Ordered,5/13/2020,Hialeah,United States,First Class,2
US-2022-131674,Texas,Ordered,11/29/2022,Dallas,United States,Second Class,3
US-2023-105333,New York,Ordered,11/30/2023,New York City,United States,Standard Class,18
US-2020-120950,Georgia,Ordered,11/6/2020,Columbus,United States,Standard Class,6
US-2023-162173,Virginia,Ordered,10/26/2023,Virginia Beach,United States,Standard Class,12
US-2023-105480,New York,Shipped,12/26/2023,Rochester,United States,Standard Class,12
US-2020-164385,Pennsylvania,Ordered,9/26/2020,Philadelphia,United States,Second Class,3
US-2022-167472,Arkansas,Ordered,6/6/2022,Little Rock,United States,First Class,7
US-2023-144225,Maryland,Ordered,9/30/2023,Baltimore,United States,Second Class,3
US-2021-161452,California,Ordered,4/5/2021,Los Angeles,United States,Standard Class,6
US-2020-107755,New Jersey,Shipped,2/12/2020,Linden,United States,Standard Class,6
US-2021-105347,California,Ordered,11/24/2021,Los Angeles,United States,Standard Class,12
US-2021-168809,Texas,Ordered,8/25/2021,Houston,United States,Same Day,0
US-2021-162369,California,Shipped,8/19/2021,Los Angeles,United States,Standard Class,6
US-2023-150469,California,Ordered,1/26/2023,San Francisco,United States,Standard Class,6
US-2023-151358,Washington,Shipped,8/22/2023,Seattle,United States,Standard Class,6
US-2022-152156,Kentucky,Ordered,11/8/2022,Henderson,United States,Second Class,6
US-2023-123659,Maryland,Ordered,2/10/2023,Clinton,United States,First Class,1
US-2022-131968,Florida,Shipped,11/15/2022,Apopka,United States,Standard Class,12
US-2022-132549,Alabama,Ordered,11/25/2022,Huntsville,United States,Standard Class,6
US-2021-142755,Georgia,Shipped,9/8/2021,Roswell,United States,Standard Class,24
US-2023-144638,Pennsylvania,Shipped,3/14/2023,Chester,United States,Standard Class,24
US-2022-159373,Texas,Shipped,3/18/2022,San Antonio,United States,Standard Class,18
US-2021-144722,California,Shipped,3/23/2021,Los Angeles,United States,Standard Class,6
US-2020-124429,California,Shipped,5/27/2020,San Diego,United States,Same Day,0
US-2020-164721,California,Shipped,11/27/2020,Brentwood,United States,Second Class,9
US-2021-110345,North Carolina,Shipped,3/11/2021,Raleigh,United States,Second Class,3
US-2020-150434,Connecticut,Shipped,7/24/2020,Bristol,United States,Standard Class,24
US-2023-116288,California,Shipped,3/17/2023,San Francisco,United States,Standard Class,6
US-2023-167661,California,Ordered,10/5/2023,San Francisco,United States,Standard Class,18
US-2023-165008,Utah,Shipped,9/17/2023,Salt Lake City,United States,Second Class,3
US-2023-161018,New York,Ordered,11/9/2023,New York City,United States,Second Class,3
US-2021-157035,Indiana,Shipped,12/12/2021,Columbus,United States,First Class,1
US-2021-159380,California,Ordered,5/12/2021,San Francisco,United States,Standard Class,12
US-2020-138940,Texas,Ordered,4/11/2020,Austin,United States,Second Class,3
US-2023-121580,Indiana,Ordered,5/29/2023,Columbus,United States,Standard Class,24
US-2020-103100,Indiana,Shipped,12/23/2020,Indianapolis,United States,First Class,2
CA-2021-129322,Ontario,Shipped,8/10/2021,Toronto,Canada,Second Class,9
US-2022-164938,Oklahoma,Ordered,2/11/2022,Tulsa,United States,First Class,1
US-2023-147403,Ohio,Ordered,9/10/2023,Akron,United States,First Class,1
US-2022-109057,Illinois,Shipped,4/27/2022,Aurora,United States,Standard Class,6
US-2023-123981,New York,Ordered,10/2/2023,New York City,United States,Standard Class,6
US-2023-166499,New Jersey,Shipped,3/20/2023,Lakewood,United States,First Class,1
US-2021-129112,Texas,Ordered,11/29/2021,Allen,United States,First Class,2
US-2022-148740,California,Shipped,11/19/2022,San Diego,United States,Standard Class,6
US-2023-166233,North Carolina,Ordered,7/3/2023,Jacksonville,United States,Standard Class,6
US-2021-154746,Virginia,Ordered,11/14/2021,Springfield,United States,First Class,2
US-2022-104276,Florida,Ordered,11/27/2022,Fort Lauderdale,United States,Standard Class,12
US-2022-100965,California,Shipped,7/11/2022,San Jose,United States,Standard Class,6
US-2020-106719,Montana,Shipped,8/24/2020,Billings,United States,Same Day,0
US-2022-127670,Missouri,Shipped,3/24/2022,Saint Peters,United States,Standard Class,6
US-2023-158526,Kentucky,Shipped,1/1/2024,Louisville,United States,Second Class,15
US-2023-144526,Pennsylvania,Shipped,5/6/2023,Philadelphia,United States,Standard Class,12
US-2022-114482,Iowa,Shipped,11/25/2022,Des Moines,United States,Second Class,6
US-2020-163559,New York,Shipped,9/28/2020,New York City,United States,Second Class,3
US-2021-161795,Ohio,Ordered,12/21/2021,Columbus,United States,Second Class,3
US-2023-122504,California,Shipped,11/12/2023,Brentwood,United States,Second Class,6
US-2021-141740,New York,Ordered,11/1/2021,New York City,United States,Standard Class,6
US-2020-161305,Illinois,Ordered,6/6/2020,Chicago,United States,Standard Class,12
US-2022-148747,California,Shipped,9/27/2022,San Francisco,United States,First Class,1
US-2023-126060,North Carolina,Ordered,4/14/2023,Fayetteville,United States,Standard Class,6
US-2021-126557,Illinois,Ordered,7/12/2021,Chicago,United States,Second Class,21
US-2022-107216,California,Ordered,6/14/2022,San Francisco,United States,First Class,4
US-2023-165603,Rhode Island,Shipped,10/19/2023,Warwick,United States,Second Class,6
US-2020-160444,Texas,Ordered,7/5/2020,Houston,United States,Same Day,0
US-2021-109015,New York,Shipped,9/12/2021,New York City,United States,Standard Class,12
US-2021-169537,Michigan,Ordered,9/3/2021,Holland,United States,Second Class,3
US-2023-130526,Illinois,Shipped,11/29/2023,Rockford,United States,First Class,1
US-2021-124219,Missouri,Shipped,8/8/2021,Kirkwood,United States,First Class,2
US-2022-162159,Georgia,Shipped,9/18/2022,Columbus,United States,First Class,1
US-2020-163468,Illinois,Ordered,11/18/2020,Des Plaines,United States,First Class,5
US-2021-122910,Colorado,Ordered,5/12/2021,Louisville,United States,Standard Class,6
US-2020-122070,New York,Shipped,4/24/2020,Troy,United States,Second Class,6
US-2020-162278,Washington,Ordered,10/26/2020,Seattle,United States,Second Class,6
US-2020-116904,Minnesota,Ordered,9/23/2020,Minneapolis,United States,Standard Class,24
US-2021-123141,New Mexico,Shipped,11/19/2021,Rio Rancho,United States,Standard Class,12
US-2023-140242,Illinois,Shipped,5/11/2023,Chicago,United States,Standard Class,12
US-2023-156412,Pennsylvania,Ordered,12/4/2023,Philadelphia,United States,Standard Class,6
US-2021-153794,California,Ordered,9/11/2021,San Diego,United States,Standard Class,6
US-2022-144540,Texas,Ordered,9/5/2022,Houston,United States,Standard Class,12
US-2023-109946,Illinois,Shipped,4/21/2023,Chicago,United States,Standard Class,6
US-2023-107167,Florida,Shipped,6/14/2023,Jacksonville,United States,Standard Class,6
US-2022-131744,Pennsylvania,Shipped,6/20/2022,Philadelphia,United States,Second Class,9
US-2022-146318,Washington,Shipped,1/27/2022,Seattle,United States,Standard Class,6
US-2021-139738,Illinois,Shipped,9/29/2021,Rockford,United States,Standard Class,6
US-2020-154599,California,Ordered,4/12/2020,Redondo Beach,United States,Standard Class,24
US-2023-123834,Texas,Ordered,7/21/2023,Pharr,United States,Standard Class,6
US-2021-165085,Maryland,Shipped,12/31/2021,Clinton,United States,Standard Class,12
US-2022-130393,Texas,Ordered,12/1/2022,San Angelo,United States,Second Class,9
US-2023-157896,New York,Ordered,11/16/2023,New York City,United States,Same Day,0
US-2022-114013,Pennsylvania,Shipped,3/15/2022,Philadelphia,United States,Second Class,27
US-2022-161361,Idaho,Shipped,3/28/2022,Pocatello,United States,Second Class,6
US-2023-140088,South Carolina,Shipped,5/30/2023,Columbia,United States,Second Class,3
US-2020-127383,Texas,Shipped,1/5/2021,El Paso,United States,Standard Class,6
US-2021-122287,Arizona,Ordered,6/18/2021,Peoria,United States,Standard Class,24
US-2023-152912,Maryland,Shipped,11/12/2023,Columbia,United States,Second Class,12
US-2023-135377,New York,Ordered,12/13/2023,New York City,United States,Standard Class,6
US-2022-151827,Pennsylvania,Ordered,3/31/2022,Philadelphia,United States,Second Class,6
US-2020-120096,Colorado,Shipped,7/7/2020,Aurora,United States,First Class,2
US-2023-152142,California,Ordered,11/14/2023,San Francisco,United States,Standard Class,6
US-2020-130379,Illinois,Shipped,5/29/2020,Chicago,United States,Standard Class,12
US-2020-150798,Ohio,Shipped,12/3/2020,Columbus,United States,Second Class,12
CA-2022-155586,Alberta,Ordered,12/12/2022,Calgary,Canada,Second Class,9
US-2020-163412,New York,Shipped,12/23/2020,New York City,United States,Second Class,3
US-2022-141397,California,Ordered,6/20/2022,Pasadena,United States,First Class,5
US-2022-145009,Illinois,Ordered,12/5/2022,Chicago,United States,Second Class,3
US-2023-159793,Pennsylvania,Shipped,8/29/2023,Philadelphia,United States,Standard Class,6
US-2023-156664,Ohio,Ordered,12/18/2023,Columbus,United States,Standard Class,24
US-2022-114104,Oklahoma,Shipped,11/24/2022,Edmond,United States,Standard Class,12
US-2022-147683,Washington,Shipped,11/17/2022,Seattle,United States,Standard Class,6
US-2023-135230,Washington,Shipped,9/7/2023,Seattle,United States,Standard Class,6
US-2023-166933,California,Shipped,4/28/2023,Santa Barbara,United States,Standard Class,6
US-2023-130603,Texas,Shipped,10/6/2023,Arlington,United States,Standard Class,6
US-2021-169201,California,Shipped,10/1/2021,San Francisco,United States,First Class,2
US-2021-140921,Nebraska,Ordered,2/3/2021,Omaha,United States,First Class,2
US-2020-159338,California,Shipped,6/28/2020,Los Angeles,United States,First Class,1
US-2022-139395,Michigan,Shipped,12/18/2022,Jackson,United States,Standard Class,24
US-2023-163335,Georgia,Shipped,9/27/2023,Columbus,United States,First Class,2
US-2021-163090,Illinois,Ordered,11/17/2021,Chicago,United States,Second Class,3
US-2023-131961,Pennsylvania,Shipped,12/11/2023,Philadelphia,United States,First Class,2
US-2022-125087,Texas,Ordered,4/18/2022,Houston,United States,Standard Class,18
CA-2022-174514,British Columbia,Shipped,10/24/2022,Vancouver,Canada,Standard Class,6
US-2022-140564,District of Columbia,Ordered,12/5/2022,Washington,United States,Second Class,3
US-2022-122728,California,Ordered,5/18/2022,San Francisco,United States,Standard Class,12
US-2022-114230,Arizona,Shipped,12/1/2022,Phoenix,United States,Standard Class,6
US-2022-158925,Texas,Ordered,10/24/2022,Houston,United States,Standard Class,6
US-2023-149888,Pennsylvania,Shipped,11/13/2023,Philadelphia,United States,Standard Class,12
US-2021-163734,Texas,Ordered,6/19/2021,Houston,United States,Standard Class,6
US-2021-102876,Pennsylvania,Ordered,9/7/2021,Philadelphia,United States,Standard Class,18
US-2021-154200,California,Ordered,6/18/2021,San Diego,United States,Standard Class,6
US-2022-131744,Pennsylvania,Ordered,6/18/2022,Philadelphia,United States,Second Class,9
US-2023-108294,Nebraska,Shipped,12/10/2023,Omaha,United States,Same Day,0
US-2022-114622,Ohio,Shipped,4/12/2022,Springfield,United States,First Class,1
US-2021-155586,California,Shipped,12/16/2021,Chico,United States,Second Class,9
US-2022-161676,Arizona,Ordered,7/18/2022,Glendale,United States,Standard Class,6
US-2020-131926,Minnesota,Ordered,6/1/2020,Lakeville,United States,Second Class,15
US-2021-142811,Arizona,Shipped,4/7/2021,Mesa,United States,Standard Class,6
US-2023-169999,New York,Ordered,6/19/2023,New York City,United States,Standard Class,12
US-2023-110940,Illinois,Shipped,7/28/2023,Wheeling,United States,Standard Class,6
US-2021-146290,Indiana,Ordered,5/4/2021,Indianapolis,United States,Standard Class,6
US-2022-150945,New York,Ordered,12/18/2022,New York City,United States,Second Class,3
US-2021-139290,California,Ordered,10/26/2021,Rancho Cucamonga,United States,Standard Class,6
US-2020-104759,Illinois,Shipped,4/4/2020,Chicago,United States,Standard Class,12
US-2023-114440,Michigan,Ordered,9/14/2023,Jackson,United States,Second Class,3
US-2021-144043,Colorado,Ordered,5/10/2021,Louisville,United States,Standard Class,6
US-2022-136770,Ohio,Ordered,8/14/2022,Akron,United States,Standard Class,18
US-2023-136672,Maryland,Shipped,3/12/2023,Clinton,United States,Standard Class,6
US-2020-105417,Texas,Shipped,1/12/2020,Huntsville,United States,Standard Class,12
US-2020-144624,New York,Shipped,11/23/2020,Jamestown,United States,Standard Class,6
US-2022-161683,Pennsylvania,Ordered,12/3/2022,Philadelphia,United States,Standard Class,12
US-2023-158561,Florida,Shipped,11/16/2023,Fort Lauderdale,United States,Second Class,3
US-2022-154067,California,Shipped,2/7/2022,Los Angeles,United States,Standard Class,6
US-2021-115567,Indiana,Ordered,9/13/2021,Columbus,United States,Standard Class,12
US-2021-144274,Delaware,Ordered,11/23/2021,Wilmington,United States,Second Class,15
US-2020-114643,California,Ordered,6/13/2020,Los Angeles,United States,Standard Class,6
US-2023-137491,Texas,Ordered,11/19/2023,San Angelo,United States,Standard Class,6
US-2023-131583,Pennsylvania,Shipped,6/10/2023,Philadelphia,United States,Same Day,0
US-2023-162033,Virginia,Ordered,3/26/2023,Virginia Beach,United States,Standard Class,12
US-2021-111297,Massachusetts,Shipped,8/21/2021,New Bedford,United States,Standard Class,6
US-2021-149384,Arizona,Shipped,7/10/2021,Tempe,United States,Same Day,0
US-2023-158953,Texas,Shipped,6/8/2023,Missouri City,United States,Standard Class,6
US-2023-156818,New York,Ordered,7/11/2023,New York City,United States,Second Class,3
US-2022-168753,Alabama,Shipped,6/1/2022,Montgomery,United States,Second Class,6
US-2023-148138,Ohio,Shipped,10/3/2023,Marion,United States,Standard Class,6
US-2022-106341,Ohio,Ordered,10/20/2022,Newark,United States,First Class,1
US-2023-118199,Washington,Ordered,5/9/2023,Seattle,United States,First Class,5
US-2023-136448,Pennsylvania,Shipped,9/18/2023,Philadelphia,United States,First Class,5
US-2021-142454,California,Ordered,8/15/2021,Oakland,United States,Standard Class,12
US-2020-123477,Oregon,Shipped,1/21/2020,Springfield,United States,Second Class,3
US-2022-102596,Ohio,Ordered,12/27/2022,Akron,United States,First Class,1
US-2023-100209,Oregon,Ordered,7/9/2023,Portland,United States,Standard Class,6
CA-2023-135480,Quebec,Ordered,12/15/2023,Quebec City,Canada,Standard Class,12
US-2020-114188,New Hampshire,Shipped,5/22/2020,Dover,United States,Second Class,9
US-2022-154767,New Jersey,Ordered,6/28/2022,Paterson,United States,Second Class,15
CA-2022-169856,Ontario,Shipped,5/12/2022,Toronto,Canada,Standard Class,24
US-2022-102498,Louisiana,Shipped,7/25/2022,Lafayette,United States,First Class,1
US-2022-106950,North Carolina,Shipped,9/6/2022,Charlotte,United States,Standard Class,36
US-2020-116239,South Carolina,Shipped,3/4/2020,Columbia,United States,Same Day,0
US-2023-140802,Texas,Shipped,4/23/2023,Houston,United States,First Class,2
US-2020-143336,California,Ordered,8/27/2020,San Francisco,United States,Second Class,9
US-2023-107748,California,Shipped,12/12/2023,Stockton,United States,Second Class,6
US-2022-123610,California,Shipped,5/16/2022,Mission Viejo,United States,Standard Class,12
US-2022-137043,Virginia,Ordered,12/23/2022,Springfield,United States,Second Class,6
US-2022-163776,Mississippi,Ordered,7/19/2022,Hattiesburg,United States,Standard Class,36
US-2023-100433,New York,Shipped,8/16/2023,New York City,United States,Standard Class,6
CA-2023-107004,British Columbia,Shipped,10/24/2023,Vancouver,Canada,Standard Class,6
US-2021-145394,Illinois,Ordered,11/16/2021,Chicago,United States,Standard Class,18
CA-2021-112224,Nova Scotia,Shipped,12/6/2021,Halifax,Canada,Standard Class,6
US-2020-165309,Texas,Shipped,11/15/2020,Houston,United States,Standard Class,42
US-2023-132297,Kentucky,Shipped,6/2/2023,Louisville,United States,Standard Class,12
US-2021-160794,Texas,Shipped,8/8/2021,Houston,United States,First Class,1
US-2022-113509,Pennsylvania,Ordered,3/15/2022,Philadelphia,United States,Standard Class,6
US-2023-150189,California,Ordered,7/8/2023,San Mateo,United States,First Class,1
US-2023-160031,Ohio,Ordered,12/4/2023,Fairfield,United States,Second Class,3
US-2020-111150,Missouri,Ordered,12/31/2020,Columbia,United States,Standard Class,12
US-2021-103177,New York,Shipped,6/1/2021,New York City,United States,First Class,3
US-2023-143252,Wisconsin,Ordered,12/18/2023,Milwaukee,United States,Standard Class,12
US-2023-152310,Washington,Shipped,8/19/2023,Seattle,United States,Standard Class,36
US-2021-104948,California,Ordered,11/13/2021,San Bernardino,United States,Standard Class,18
US-2023-134439,Nebraska,Ordered,9/18/2023,Grand Island,United States,Second Class,3
US-2022-121601,Texas,Ordered,10/4/2022,The Colony,United States,Same Day,0
US-2021-112522,Illinois,Shipped,10/17/2021,Chicago,United States,Standard Class,6
US-2021-107902,Connecticut,Ordered,8/28/2021,Fairfield,United States,Standard Class,6
US-2020-146864,New York,Ordered,12/22/2020,New York City,United States,Standard Class,6
US-2020-120474,Wisconsin,Shipped,12/3/2020,Madison,United States,First Class,2
US-2022-105018,Connecticut,Shipped,12/2/2022,Fairfield,United States,Standard Class,6
US-2020-159618,Texas,Ordered,11/12/2020,Houston,United States,Standard Class,30
US-2022-129714,New York,Shipped,9/3/2022,New York City,United States,First Class,5
US-2020-103800,Texas,Shipped,1/7/2020,Houston,United States,Standard Class,6
US-2023-136007,Washington,Shipped,3/2/2023,Seattle,United States,Standard Class,12
US-2023-120404,New York,Shipped,11/24/2023,New York City,United States,Second Class,9
US-2023-163531,New York,Shipped,6/30/2023,New York City,United States,Standard Class,6
US-2022-124681,Texas,Shipped,7/23/2022,Dallas,United States,Second Class,3
US-2022-122511,Pennsylvania,Ordered,3/11/2022,Philadelphia,United States,Same Day,0
US-2021-134782,Arkansas,Ordered,12/27/2021,Fayetteville,United States,Standard Class,6
US-2020-114314,Arkansas,Ordered,10/11/2020,Fayetteville,United States,Standard Class,12
US-2021-121965,California,Shipped,6/23/2021,Los Angeles,United States,Standard Class,18
US-2022-125318,Illinois,Ordered,6/6/2022,Chicago,United States,Standard Class,6
US-2020-103086,Texas,Ordered,10/17/2020,Houston,United States,Second Class,3
US-2021-168704,Texas,Shipped,4/17/2021,Huntsville,United States,Standard Class,18
CA-2021-119508,British Columbia,Shipped,12/9/2021,Vancouver,Canada,Standard Class,12
US-2021-144806,Arizona,Shipped,12/11/2021,Tucson,United States,Standard Class,30
US-2022-131205,Kentucky,Ordered,9/4/2022,Georgetown,United States,Standard Class,24
US-2023-104661,Texas,Ordered,1/15/2023,Austin,United States,First Class,4
US-2023-133102,Texas,Ordered,8/17/2023,Houston,United States,Standard Class,30
US-2023-111759,Washington,Shipped,7/12/2023,Seattle,United States,Standard Class,6
US-2023-163510,Kentucky,Ordered,12/25/2023,Louisville,United States,Second Class,6
US-2023-118892,Pennsylvania,Shipped,8/22/2023,Philadelphia,United States,Second Class,3
US-2021-155453,Florida,Shipped,8/14/2021,Jacksonville,United States,Standard Class,6
US-2021-111094,Massachusetts,Shipped,7/13/2021,Franklin,United States,Standard Class,12
US-2020-168494,California,Shipped,12/14/2020,Fresno,United States,Second Class,9
US-2020-123519,Ohio,Ordered,12/14/2020,Marion,United States,Standard Class,18
US-2022-120859,California,Shipped,9/4/2022,San Francisco,United States,First Class,1
US-2023-125290,Minnesota,Ordered,11/6/2023,Minneapolis,United States,Second Class,6
US-2023-104388,Nebraska,Shipped,7/7/2023,Fremont,United States,First Class,1
US-2023-135076,California,Ordered,4/13/2023,Hesperia,United States,Standard Class,6
US-2023-159597,California,Ordered,11/9/2023,Coachella,United States,Standard Class,12
US-2020-130155,Virginia,Ordered,5/19/2020,Virginia Beach,United States,First Class,1
US-2023-143294,Texas,Shipped,6/8/2023,Houston,United States,Standard Class,6
US-2022-100461,Wisconsin,Ordered,1/8/2022,Franklin,United States,Standard Class,12
US-2020-101364,New York,Shipped,12/26/2020,New York City,United States,Standard Class,6
US-2023-139465,New York,Shipped,8/30/2023,New York City,United States,First Class,3
US-2023-165008,Utah,Ordered,9/15/2023,Salt Lake City,United States,Second Class,3
US-2023-127432,Montana,Shipped,1/27/2023,Great Falls,United States,Standard Class,24
US-2021-110891,Pennsylvania,Ordered,11/20/2021,Philadelphia,United States,Standard Class,6
US-2020-107699,Michigan,Shipped,5/23/2020,Midland,United States,Standard Class,6
US-2020-154655,Illinois,Shipped,10/17/2020,Chicago,United States,Standard Class,6
US-2023-113208,Michigan,Ordered,3/26/2023,Dearborn,United States,Standard Class,6
US-2021-156440,California,Shipped,12/9/2021,San Diego,United States,Standard Class,6
US-2021-145401,Texas,Ordered,1/30/2021,Houston,United States,Standard Class,6
US-2021-154823,Ohio,Shipped,8/25/2021,Springfield,United States,Standard Class,18
US-2020-141726,California,Shipped,7/22/2020,San Diego,United States,First Class,4
US-2022-165848,New York,Shipped,6/4/2022,New York City,United States,Same Day,0
US-2020-124513,New York,Ordered,9/21/2020,New York City,United States,Standard Class,6
US-2023-117863,New York,Ordered,5/18/2023,New York City,United States,Standard Class,12
US-2021-116512,New York,Shipped,4/14/2021,New York City,United States,Standard Class,6
US-2021-163965,Florida,Ordered,11/20/2021,Miami,United States,Standard Class,24
US-2020-119151,New York,Shipped,11/29/2020,New York City,United States,Second Class,6
US-2021-120362,Utah,Ordered,9/14/2021,Provo,United States,Standard Class,6
US-2021-111507,Washington,Ordered,2/6/2021,Bellevue,United States,Standard Class,6
US-2020-127558,California,Ordered,11/15/2020,Los Angeles,United States,First Class,3
US-2022-132423,Texas,Ordered,4/15/2022,Grapevine,United States,Standard Class,12
US-2022-159989,Tennessee,Shipped,12/13/2022,Franklin,United States,Standard Class,6
US-2023-164056,Ohio,Ordered,4/29/2023,Dublin,United States,Second Class,3
US-2023-145702,Tennessee,Ordered,5/19/2023,Knoxville,United States,Second Class,6
US-2023-126788,Texas,Shipped,6/6/2023,Pearland,United States,First Class,1
US-2021-112053,New York,Shipped,10/13/2021,Rochester,United States,Second Class,3
US-2021-114839,Texas,Ordered,4/26/2021,Houston,United States,Standard Class,6
US-2021-142692,Washington,Ordered,10/23/2021,Seattle,United States,Standard Class,6
US-2021-167220,Texas,Ordered,12/12/2021,Austin,United States,Standard Class,6
US-2022-158001,New York,Ordered,8/23/2022,New York City,United States,Standard Class,18
US-2022-147536,New York,Shipped,12/31/2022,New York City,United States,Standard Class,6
US-2022-100720,Pennsylvania,Shipped,7/21/2022,Philadelphia,United States,Standard Class,18
US-2023-155460,Washington,Shipped,4/15/2023,Seattle,United States,First Class,2
US-2023-127117,New Jersey,Ordered,4/14/2023,Morristown,United States,Standard Class,6
US-2023-167080,New York,Shipped,6/14/2023,New York City,United States,Standard Class,6
US-2022-142524,Missouri,Shipped,9/8/2022,Springfield,United States,Standard Class,12
US-2021-105361,New York,Ordered,3/29/2021,New York City,United States,Standard Class,6
US-2020-122567,Texas,Ordered,2/16/2020,Dallas,United States,Standard Class,12
US-2020-169726,Washington,Ordered,8/9/2020,Seattle,United States,Standard Class,6
US-2021-155040,California,Ordered,11/10/2021,Brentwood,United States,Standard Class,6
US-2023-107832,Pennsylvania,Ordered,11/23/2023,Philadelphia,United States,Second Class,3
US-2022-126935,California,Shipped,5/24/2022,San Francisco,United States,Standard Class,6
US-2023-167381,Michigan,Ordered,9/22/2023,Lansing,United States,Second Class,6
US-2023-115602,New York,Ordered,12/18/2023,New York City,United States,Standard Class,24
US-2023-124401,Oregon,Shipped,9/12/2023,Portland,United States,Standard Class,12
US-2020-159835,Pennsylvania,Ordered,11/17/2020,Philadelphia,United States,Standard Class,12
US-2023-127432,Montana,Ordered,1/22/2023,Great Falls,United States,Standard Class,24
US-2023-117947,New York,Shipped,8/23/2023,New York City,United States,Second Class,15
US-2021-156608,Texas,Ordered,10/24/2021,San Antonio,United States,Standard Class,6
US-2023-138310,Colorado,Ordered,6/26/2023,Denver,United States,Standard Class,6
US-2023-140088,South Carolina,Ordered,5/28/2023,Columbia,United States,Second Class,3
US-2022-146836,New York,Shipped,5/2/2022,New York City,United States,Same Day,0
US-2022-108364,Illinois,Ordered,12/19/2022,Chicago,United States,Standard Class,6
US-2023-120147,California,Shipped,3/30/2023,Los Angeles,United States,Same Day,0
US-2021-112711,Texas,Shipped,7/18/2021,Amarillo,United States,Standard Class,6
US-2021-137603,New Mexico,Shipped,9/24/2021,Santa Fe,United States,Standard Class,6
